"Keyword Version: 8.5","Revision: 2017-09-22 12:50:06","Timestamp: 2017-11-06 12:37:24","Terms Of Use: http://gcmd.nasa.gov/r/l/TermsOfUse","The most up to date XML representations can be found here: https://gcmdservices.gsfc.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=xml""Case native"
Category,Topic,Term,Variable_Level_1,Variable_Level_2,Variable_Level_3,Detailed_Variable,UUID
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","CUMULUS","CUMULUS HUMILIS","FAIR WEATHER CUMULUS","ef4de9ce-01ee-4bf0-8814-abefd1bad4b9"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","CUMULUS","CUMULUS HUMILIS","","6aa7422c-ad66-40b6-90cd-750f9158daee"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","CUMULUS","CUMULUS MEDIOCRIS","","ba9a8dac-abb7-4580-938d-762b53bab71b"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","CUMULUS","PYROCUMULUS","","801846d5-622b-4937-83cf-9d387be73ac4"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","CUMULUS","","","e1dff4d5-2e5b-46e7-9804-9de29fdb36d9"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","DEEP CONVECTIVE CLOUD SYSTEMS","","","879cccd4-d375-40f6-8bee-6f58efd2dd61"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","MESOSCALE CONVECTIVE COMPLEX","","","d13661da-d022-439a-bb27-dc2273f9dc88"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","PERCENT CONVECTIVE CLOUDS","","","c3ee0a52-266b-45e4-adad-d0675699676b"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","PRECIPITATING CONVECTIVE CLOUD SYSTEMS","","","ca7f5dbd-199e-4cc8-bc7b-550753ecbc93"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","SQUALL LINE","","","c6024258-d344-4cd2-932b-31e5c81a9c4b"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","TROPICAL OCEANIC CLOUD SYSTEMS","","","fe2e0b6f-3d7d-489a-b093-86ed0d233385"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)","","","","9a802ef3-680d-4bc6-a42e-aa84d5eb9908"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","MESOSPHERIC CLOUDS (OBSERVED/ANALYZED)","NOCTILUCENT CLOUDS","","","939c0a66-0340-425b-999a-44a09046ec93"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","MESOSPHERIC CLOUDS (OBSERVED/ANALYZED)","POLAR MESOSPHERIC CLOUDS","","","0a7f50ce-4968-46c8-86a6-23ea13c1830c"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","MESOSPHERIC CLOUDS (OBSERVED/ANALYZED)","","","","04bc6942-12e0-413f-94d2-1ba7f5edf595"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","STRATOSPHERIC CLOUDS (OBSERVED/ANALYZED)","POLAR STRATOSPHERIC CLOUDS/NACREOUS","","","9d3d400c-ded2-4b3c-8d0c-5a76e25be033"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","STRATOSPHERIC CLOUDS (OBSERVED/ANALYZED)","","","","d6ab88c0-5a97-4f5e-8e4c-1c6fc6ed368f"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/HIGH-LEVEL CLOUDS (OBSERVED/ANALYZED)","CIRROCUMULUS","","","e59c154f-cdc9-4400-a0d2-af60df9e1b56"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/HIGH-LEVEL CLOUDS (OBSERVED/ANALYZED)","CIRROSTRATUS","","","bf271f69-3294-44d6-bfa8-a8f54468ca30"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/HIGH-LEVEL CLOUDS (OBSERVED/ANALYZED)","CIRRUS/SYSTEMS","CIRRUS CLOUD SYSTEMS","","e4f5faaa-36d9-4529-b667-7d4e39d3c67b"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/HIGH-LEVEL CLOUDS (OBSERVED/ANALYZED)","CIRRUS/SYSTEMS","CIRRUS KELVIN-HELMHOLTZ COLOMBIAH","","d6ba91a1-a5f4-47e3-9485-89348235acb9"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/HIGH-LEVEL CLOUDS (OBSERVED/ANALYZED)","CIRRUS/SYSTEMS","","","8ce319a5-9b49-49e3-8981-3ce512c7efb0"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/HIGH-LEVEL CLOUDS (OBSERVED/ANALYZED)","CONTRAILS","","","cf75769c-2430-4280-b9c2-ba384849a548"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/HIGH-LEVEL CLOUDS (OBSERVED/ANALYZED)","PILEUS","","","31c8b1d1-1e46-4c40-a23f-0db327121eb7"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/HIGH-LEVEL CLOUDS (OBSERVED/ANALYZED)","","","","705cd3a0-ea07-40c8-bfa1-9c26f22d13ba"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","FOG","ADVECTION FOG","","30c9e32c-7dfe-430f-bd06-4cfa844076e2"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","FOG","FRONTAL FOG","","09a1b23e-bd8b-4bb9-966b-2388328973d4"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","FOG","ICE FOG","","cd4f6e31-14b5-468a-a15c-5ac0ce97bf35"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","FOG","RADIATION FOG","","99a0a2d2-5d77-4cf2-8fc0-90d12840b12d"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","FOG","STEAM FOG","","50604404-fef4-4e17-a6a6-a88c0bd88c4f"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","FOG","UPSLOPE FOG","","3eefb892-0453-48b6-b619-b8fa3e7bbfc8"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","FOG","","","94668478-3b79-4819-847e-b154bf241aa3"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","NIMBOSTRATUS","","","a3d37438-644d-448e-95ea-991d79b3a0f3"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","MARINE STRATOCUMULUS","","b1d51b72-97d0-484c-b251-220f219965c2"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS CUMILIFORMIS","STRATOCUMULUS CASTELLANUS","53378c8d-0324-4473-8bbd-231aed830d26"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS CUMILIFORMIS","STRATOCUMULUS DIURNALIS","16e33a06-ae4b-48cd-be7f-ad44f3dfd23b"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS CUMILIFORMIS","STRATOCUMULUS MAMMATUS","3adff54b-cfc7-4ba0-ba06-7a06b8c4876a"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS CUMILIFORMIS","STRATOCUMULUS VESPERALIS","8fc75200-666d-4b59-a493-99e08e55e57d"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS CUMILIFORMIS","","5857260b-1de6-47c2-8f66-5c0dbac42e32"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS UNDULATAS","STRATOCUMULUS LENTICULARIS","12adeea5-f3e7-4f72-a029-f1e52411de18"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS UNDULATAS","STRATOCUMULUS OPACUS","53ade6b0-1b8c-4766-b9c1-4d40d1f69482"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS UNDULATAS","STRATOCUMULUS PERLUCIDUS","94fa2efc-0e7f-4dce-9f2a-0d6f34edcb92"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS UNDULATAS","STRATOCUMULUS TRANSLUCIDUS","b962de0e-f115-4452-95be-7a4af6687bc3"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","STRATOCUMULUS UNDULATAS","","bec5166e-1822-40f7-8f07-4d5167d8a565"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATOCUMULUS","","","3375096a-7782-42e8-97d2-0febf63893e0"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","STRATUS","","","8945d3c7-1c39-4a8b-b954-2a84da8ecc88"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED)","","","","20365b0a-f8df-437a-8b31-25557f7b4d82"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/MID-LEVEL CLOUDS (OBSERVED/ANALYZED)","ALTOCUMULUS","ALTOCUMULUS CASTELLANUS","","44415a90-bfe0-447a-93c9-6e4badc6871c"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/MID-LEVEL CLOUDS (OBSERVED/ANALYZED)","ALTOCUMULUS","ALTOCUMULUS LENTICULARIS","LENTICULAR CLOUDS","d5e72d73-22f6-4f4c-b937-b71d84960a1e"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/MID-LEVEL CLOUDS (OBSERVED/ANALYZED)","ALTOCUMULUS","ALTOCUMULUS LENTICULARIS","","dbc7fed3-ad30-4e57-868e-bae478713a71"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/MID-LEVEL CLOUDS (OBSERVED/ANALYZED)","ALTOCUMULUS","ALTOCUMULUS UNDULATUS","","73e102fa-3089-42c3-bd0f-4682f73fff0f"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/MID-LEVEL CLOUDS (OBSERVED/ANALYZED)","ALTOCUMULUS","","","01021105-60ed-479a-a35b-faa73e286264"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/MID-LEVEL CLOUDS (OBSERVED/ANALYZED)","ALTOSTRATUS","ALTOSTRATUS UNDULATUS","","4da38a31-aac6-4080-96b0-c8ee2cb33158"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/MID-LEVEL CLOUDS (OBSERVED/ANALYZED)","ALTOSTRATUS","","","f58d0203-0070-422c-ab52-6ca8ffbb6362"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","TROPOSPHERIC/MID-LEVEL CLOUDS (OBSERVED/ANALYZED)","","","","a413f88b-859c-4035-a45b-2faa9934156b"
"EARTH SCIENCE","ATMOSPHERE","CLOUDS","","","","","162e2243-3266-4999-b352-d8a1a9dc82ac"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","ACCUMULATIVE CONVECTIVE PRECIPITATION","","","","2b3dc817-9238-482a-8c10-d34375f3d27d"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","ATMOSPHERIC PRECIPITATION INDICES","CENTRAL INDIAN PRECIPITATION INDEX","","","c6e7ddb6-1f7c-4364-8fb4-aabd1f4dcab4"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","ATMOSPHERIC PRECIPITATION INDICES","ENSO PRECIPITATION INDEX","","","284738a2-4fcb-4eee-9ee7-5eac2378f46d"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","ATMOSPHERIC PRECIPITATION INDICES","STANDARDIZED PRECIPITATION INDEX","","","3b024dec-76c2-4995-a9ad-7e2bf4feda72"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","ATMOSPHERIC PRECIPITATION INDICES","WEIGHTED ANOMALY STANDARDIZED PRECIPITATION INDEX","","","dc9c73a3-689c-44b5-b8fe-a5229168193e"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","ATMOSPHERIC PRECIPITATION INDICES","","","","c7477201-761f-4cd1-b986-3e99a0be866b"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","DROPLET SIZE","","","","6eaed241-db16-4a1a-a06c-893da5d98b45"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","HYDROMETEORS","","","","56f2cdbd-2a91-4267-97eb-1680e8582322"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","LIQUID PRECIPITATION","DRIZZLE","FREEZING DRIZZLE","","88e39edc-bf9b-4c02-8a9d-83f9b6c01891"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","LIQUID PRECIPITATION","DRIZZLE","","","0ffab597-284f-4d1a-b026-a78a6604cec5"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","LIQUID PRECIPITATION","LIQUID SURFACE PRECIPITATION RATE","","","09d991ca-020a-4d20-910a-747ea683e1f8"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","LIQUID PRECIPITATION","RAIN","ACID RAIN","","f9405e92-0c1c-4443-9cc4-45d662d8b5f2"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","LIQUID PRECIPITATION","RAIN","FREEZING RAIN","","a90306f0-353c-4083-941a-0973a6fd6584"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","LIQUID PRECIPITATION","RAIN","","","09a57dc7-3911-4a65-9f12-b819652b8671"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","LIQUID PRECIPITATION","","","","7d45f108-dda2-4341-b853-ee3a490aad59"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","LIQUID WATER EQUIVALENT","","","","eca0080c-b001-4b6a-b978-f76415e28421"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","PRECIPITATION AMOUNT","12 HOUR PRECIPITATION AMOUNT","","","feef8827-92a6-4d1d-b6a5-ecda38a32656"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","PRECIPITATION AMOUNT","24 HOUR PRECIPITATION AMOUNT","","","12250935-8f40-4279-aada-2f22cbef1459"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","PRECIPITATION AMOUNT","3 AND 6 HOUR PRECIPITATION AMOUNT","","","039bbfd2-7653-4ba8-9003-b46d367c6038"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","PRECIPITATION AMOUNT","HOURLY PRECIPITATION AMOUNT","","","2f0f103a-4fe9-429f-a783-ba1d6e6a446a"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","PRECIPITATION AMOUNT","","","","cad5c02a-e771-434e-bef6-8dced38a68e8"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","PRECIPITATION ANOMALIES","","","","22a4ddef-90f0-4935-a13d-26b14723a956"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","PRECIPITATION RATE","","","","ac50c468-df2f-429c-8394-9d63efcc6f9d"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SNOW WATER EQUIVALENT","","","","30bd3a01-8cb0-4045-a998-582adbf97df9"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SOLID PRECIPITATION","CONVECTIVE SURFACE PRECIPITATION RATE","","","6c8581e8-d49c-423e-9b38-3be406b64efa"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SOLID PRECIPITATION","HAIL","","","7118d286-6629-48e5-931f-052cd347395e"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SOLID PRECIPITATION","ICE PELLETS","SLEET","","5beaf99c-0675-4af3-9236-f55d8d206d85"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SOLID PRECIPITATION","ICE PELLETS","SMALL HAIL","","26087764-bd76-4a70-8dba-3c0cbadad6a7"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SOLID PRECIPITATION","ICE PELLETS","","","cac27b59-7810-4132-87b4-53108663584e"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SOLID PRECIPITATION","SNOW","SNOW GRAINS","","6a16461a-49b9-4887-802f-2320c6dc4dd2"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SOLID PRECIPITATION","SNOW","SNOW PELLETS","","c2815464-48b7-4dc1-90d6-0ab5a8b7c82b"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SOLID PRECIPITATION","SNOW","","","b51b3708-a662-4cf1-bf13-e67f36b001c4"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","SOLID PRECIPITATION","","","","1906bb87-db16-46db-b814-e0b322356125"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","TOTAL SURFACE PRECIPITATION RATE","","","","9466020a-db25-40ba-a76f-4720800efc92"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","VIRGA","","","","e96f2d1a-432e-44e4-bc88-6f8f35ae88fb"
"EARTH SCIENCE","ATMOSPHERE","PRECIPITATION","","","","","1532e590-a62d-46e3-8d03-2351bc48166a"
"EARTH SCIENCE","ATMOSPHERE","","","","","","c47f6052-634e-40ef-a5ac-13f69f6f4c2a"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","CLOUD INDICATORS","INCREASED/DECREASED CLOUD FRACTION","","","2111d240-315c-411b-8114-7ef9e89317e5"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","CLOUD INDICATORS","","","","8c4e2397-aed6-4ce4-9ead-08323e2f90ae"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","EXTREME WEATHER","EXTREME DROUGHT","","","e4c806af-ab57-4fda-b7e9-29e3c65f6ec5"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","EXTREME WEATHER","EXTREME PRECIPITATION","","","fc5a1b7a-5ee8-4d67-80f5-a57e3f1734ab"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","EXTREME WEATHER","HEAT/COLD WAVE FREQUENCY/INTENSITY","","","079e6699-efbf-4358-9047-b668b459fc22"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","EXTREME WEATHER","MONSOON ONSET/INTENSITY","","","7f95ceda-09fd-4ee3-9f30-bf38bf831e12"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","EXTREME WEATHER","TROPICAL OR EXTRATROPICAL CYCLONE FREQUENCY/INTENSITY","","","a85b812e-e4d2-4dce-bf67-d89a3e1a9122"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","EXTREME WEATHER","","","","b29b46ad-f05f-4144-b965-5f606ce96963"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","FRESH WATER RIVER DISCHARGE","","","","12dc1f4f-2116-4b74-a1bd-bc61e8e57a5b"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","HUMIDITY INDICES","HUMIDITY INDEX","","","cdd7a31f-3244-494d-bc44-7b5f1ebb4bd7"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","HUMIDITY INDICES","TEMPERATURE-HUMIDITY INDEX","THI","","9130e78a-882c-4a69-b1ae-0b775869c3de"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","HUMIDITY INDICES","TEMPERATURE-HUMIDITY INDEX","","","5bdc74e2-ea3a-4d1d-b64e-9eaf3a879545"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","HUMIDITY INDICES","WATER VAPOR TRANSPORT INDEX","WTVI","","bcd11fd2-ddf4-4cd3-8507-c3bf6f40a934"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","HUMIDITY INDICES","WATER VAPOR TRANSPORT INDEX","","","b9349099-8d45-4260-ab30-c891c3553a25"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","HUMIDITY INDICES","","","","b881cf8f-7260-4980-80bc-4b6ae3716c39"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","OCEAN OVERTURNING","","","","dbf8a0cf-1e9b-4bc4-95a2-819bb16af00c"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","OCEAN UPWELLING INDICES","OCEAN COASTAL UPWELLING INDEX","CUI","","db8eb32d-2f86-40ab-82af-b615b5a30db9"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","OCEAN UPWELLING INDICES","OCEAN COASTAL UPWELLING INDEX","","","74ad118c-2f18-40fb-a26e-092390f52c20"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","OCEAN UPWELLING INDICES","","","","7d3e2368-75ba-43b9-bdce-bba2ff8d3e2c"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","OCEAN UPWELLING/DOWNWELLING","","","","873ed434-9407-4fd8-9660-41e50b0eb786"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","PRECIPITATION INDICATORS","PRECIPITATION TRENDS","","","279961c4-dac3-4188-917f-fa11982f957e"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","PRECIPITATION INDICATORS","PRECIPITATION VARIABILITY","","","c7c88080-660c-4913-8140-5f3bc91e295e"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","PRECIPITATION INDICATORS","SAHEL STANDARDIZED RAINFALL","","","e13b084e-d044-49c9-8791-f057f777fca3"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","PRECIPITATION INDICATORS","","","","789939a6-3cd5-46f3-bdfd-5cdd6a012500"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","PRECIPITATION INDICES","ENSO PRECIPITATION INDEX","","","d14d762c-4117-438a-9093-a098a0d0e4e6"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","PRECIPITATION INDICES","NORTHEAST BRAZIL RAINFALL ANOMALY","","","b8f0571c-4c19-4025-936c-936e9ac72e21"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","PRECIPITATION INDICES","STANDARDIZED PRECIPITATION INDEX","","","7427fb2d-43b5-478a-960d-2ff9aa398462"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","PRECIPITATION INDICES","WEIGHTED ANOMALY STANDARDIZED PRECIPITATION INDEX","","","aefbd3c5-6594-455b-a99d-7397a694bf8e"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","PRECIPITATION INDICES","","","","52347642-9786-4b59-be77-02e9f307118d"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA LEVEL RISE","EROSION","","","eec5b471-bcc5-4d9b-8274-f3990e79ed84"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA LEVEL RISE","INUNDATION","","","9db10fb2-0ceb-412e-9936-a286c579fa9f"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA LEVEL RISE","","","","536a86bd-3dd1-4f4a-9b4a-222a12746db5"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","ATLANTIC TRIPOLE SST","","","ca418285-d1f2-4348-82e4-7fc59f8b60c8"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","CARIBBEAN INDEX","CAR","","b7ad62e0-f904-4429-b6db-6cc50b2281bc"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","CARIBBEAN INDEX","","","5f2273b8-be30-45d5-a5d7-9bd947779c2e"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","CENTRAL TROPICAL PACIFIC SST","NINO 4 INDEX","","f59ce66b-a76d-467c-bab1-6264f9f3bb70"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","CENTRAL TROPICAL PACIFIC SST","","","ad5bde75-1f54-4f7e-a958-3adaf9f40639"
